Maker,Version,Price,URL Producto,URL Imagen,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible.1,Puertas,Plazas,Marca
Nissan Qashqai,1.3 DIG-T N-Style 4x2,16390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-n-style-4x2-103kw-140-suv-y-4x4-manual-2021-102360,https://storage.googleapis.com/clicars-storage-prod-public/photos/60/63/14/ba64456fe59516f6720341fbd4424ccd-23255392-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,108.842km,140CV,Manual,"15,000-20,000",Gasolina,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V Acenta 4x2,18190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-acenta-4x2-103kw-140-suv-y-4x4-manual-2022-101930,https://storage.googleapis.com/clicars-storage-prod-public/photos/30/56/14/0a24997e3cd79201a7f4cd44d97c1268-22953792-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,58.472km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V Acenta 4x2,18590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-acenta-4x2-103kw-140-suv-y-4x4-manual-2022-101932,https://storage.googleapis.com/clicars-storage-prod-public/photos/19/58/14/5ea78980da3b20c442538bb7e09bf923-23029904-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,57.093km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,16390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2021-103674,https://storage.googleapis.com/clicars-storage-prod-public/photos/66/49/54/62fabbd9362e32b6e9f3c79fb8ed1cba-23291381-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,83.480km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,20890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2023-96817,https://storage.googleapis.com/clicars-storage-prod-public/photos/46/44/14/e9d05d3e10e031393229732e5cad640a-22528288-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,25.219km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,22690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2024-96836,https://storage.googleapis.com/clicars-storage-prod-public/photos/31/14/14/51192aa525c707849198223e9be96aeb-21478859-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,12.637km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,23590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2024-96824,https://storage.googleapis.com/clicars-storage-prod-public/photos/69/27/14/0090ae034ba5197a83add87f7a526a16-21951516-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,10.715km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,23590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2024-96831,https://storage.googleapis.com/clicars-storage-prod-public/photos/88/21/14/d854a4c2d89c7c43439c7f74b218c3c6-21754345-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,10.782km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,23890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-n-connecta-4x2-103kw-140-suv-y-4x4-manual-2024-96332,https://storage.googleapis.com/clicars-storage-prod-public/photos/61/20/14/afd6fa2cc6f5283cef9f6f697b92952a-21709820-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,10.848km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V Visia 4x2,17690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-visia-4x2-103kw-140-suv-y-4x4-manual-2021-102243,https://storage.googleapis.com/clicars-storage-prod-public/photos/51/58/53/9f21c182a8e88fee19c84cfb33db07ea-22899006-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,46.107km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V Visia 4x2,17690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-visia-4x2-103kw-140-suv-y-4x4-manual-2021-102893,https://storage.googleapis.com/clicars-storage-prod-public/photos/54/05/54/a2a529aad4e7876334a280dbc83f832d-23088796-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,58.672km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.3 DIG-T mHEV 12V Visia 4x2,18190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-mhev-12v-visia-4x2-103kw-140-suv-y-4x4-manual-2021-102888,https://storage.googleapis.com/clicars-storage-prod-public/photos/47/05/54/51fd4cd71a91a7a6da2dd05168815db0-23088713-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,46.743km,140CV,Manual,"15,000-20,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,14190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2020-103013,https://storage.googleapis.com/clicars-storage-prod-public/photos/98/61/14/f4497d98897096f1d0b7d2ce94933fb6-23186227-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,131.810km,115CV,Manual,"10,000-15,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,14190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2020-102999,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/63/14/44c48b10b557e7087f3fc67a406a4814-23255674-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,151.269km,115CV,Manual,"10,000-15,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,15090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2020-103012,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/63/14/9f9df963d978b6910da5ebcf45fdadee-23258090-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,107.729km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2019-102271,https://storage.googleapis.com/clicars-storage-prod-public/photos/20/55/14/2a96cfde52587fe9cd8b0536fb250dd3-22908314-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,62.873km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,15890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2019-103004,https://storage.googleapis.com/clicars-storage-prod-public/photos/63/64/14/17feb73ee1890b636666b88358a6b337-23282533-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,83.612km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,16090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2020-102269,https://storage.googleapis.com/clicars-storage-prod-public/photos/02/57/14/13df489c75b84b9096039777bae7f420-22977306-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,104.682km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi Acenta 4x2,16590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-acenta-4x2-85kw-115-suv-y-4x4-manual-2019-103755,https://storage.googleapis.com/clicars-storage-prod-public/photos/57/59/54/77b1ecfa9e143702b9a03bb9ab5791d8-23322742-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,40.373km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi N-Connecta 4x2,16590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-n-connecta-4x2-85kw-115-suv-y-4x4-automatico-2020-103667,https://storage.googleapis.com/clicars-storage-prod-public/photos/58/49/54/dc4e5ea527b440d1d2ba7e6bff416a38-23291320-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,96.468km,115CV,Automatico,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.5dCi N-Connecta 4x2,17290,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-5dci-n-connecta-4x2-85kw-115-suv-y-4x4-manual-2021-103788,https://storage.googleapis.com/clicars-storage-prod-public/photos/01/67/14/171ba6fc11d442641a8e762fe7b88caf-23377385-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,74.424km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Nissan Qashqai,1.6 BlueHDi Feel 100,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-97589,https://storage.googleapis.com/clicars-storage-prod-public/photos/12/64/14/e1af83e9b4013bd27d3bf907f873274c-23261271-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,23.528km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,1.6 DIG-T N-Connecta 4x2,14790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-6-dig-t-n-connecta-4x2-163-suv-y-4x4-manual-2017-102740,https://storage.googleapis.com/clicars-storage-prod-public/photos/26/59/14/85c4c28fd5933f7ba60bd86d3223562c-23078850-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2017,123.741km,163CV,Manual,"10,000-15,000",Gasolina,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,25890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-102840,https://storage.googleapis.com/clicars-storage-prod-public/photos/84/59/14/444184e1b5ab8dc2a1f9b3b1302a59f5-23100310-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,25.288km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-97578,https://storage.googleapis.com/clicars-storage-prod-public/photos/13/67/14/d7253c743d77d09448036ffe41096e40-23379549-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,20.529km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-97590,https://storage.googleapis.com/clicars-storage-prod-public/photos/84/64/14/3541803d9ac809ec5e614de6a072278f-23290859-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,23.069km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-97572,https://storage.googleapis.com/clicars-storage-prod-public/photos/15/63/14/26542670283b7499b644df596623b9bd-23228229-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,24.626km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-manual-2023-97586,https://storage.googleapis.com/clicars-storage-prod-public/photos/80/64/14/65494f9568b0c40504df82d76d0f0924-23290347-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,25.317km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan Qashqai,E-POWER N-Connecta 4x2,26390,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-e-power-n-connecta-4x2-140kw-190-suv-y-4x4-automatico-2023-97587,https://storage.googleapis.com/clicars-storage-prod-public/photos/48/65/14/6a1456e2fd7869fce798152ad990adf1-23319721-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,27.843km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan
Nissan X-Trail,1.5 e-Power N-Connecta 4x2 5pl.,32190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-x-trail-x-trail-1-5-e-power-n-connecta-4x2-5pl-152kw-205-suv-y-4x4-automatico-2024-102309,https://storage.googleapis.com/clicars-storage-prod-public/photos/23/55/14/483fcb19b6cdb318e10690fab6a8b62c-22909629-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,27.915km,205CV,Automatico,"30,000-40,000",Hibrido,4,5,Nissan
Nissan X-Trail,1.5 e-Power N-Connecta 4x2 5pl.,32690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-x-trail-x-trail-1-5-e-power-n-connecta-4x2-5pl-152kw-205-suv-y-4x4-automatico-2024-102686,https://storage.googleapis.com/clicars-storage-prod-public/photos/40/64/14/a72eafaf51cff0d8cff4b0b56df0a5b1-23276112-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,29.401km,205CV,Automatico,"30,000-40,000",Hibrido,4,5,Nissan
Nissan X-Trail,1.5 e-Power N-Connecta 4x2 5pl.,33890,https://www.clicars.com/coches-nuevos-km0/comprar-nissan-x-trail-x-trail-1-5-e-power-n-connecta-4x2-5pl-152kw-205-suv-y-4x4-automatico-2024-100442,https://storage.googleapis.com/clicars-storage-prod-public/photos/23/46/14/90de23ef05ca38454af7296e6d052554-22596152-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,8km,205CV,Automatico,"30,000-40,000",Hibrido,4,5,Nissan
Nissan X-Trail,1.7 dCi N-Connecta 4x2,19090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-x-trail-x-trail-1-7-dci-n-connecta-4x2-150-suv-y-4x4-manual-2019-102108,https://storage.googleapis.com/clicars-storage-prod-public/photos/88/66/14/3435559d3621664df372ef5424ae3443-23373042-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,113.367km,150CV,Manual,"15,000-20,000",Diesel,4,5,Nissan
Opel Astra,1.5D DTH S/S Elegance Aut. 130,18690,https://www.clicars.com/coches-nuevos-km0/comprar-opel-astra-astra-1-5d-dth-s-s-elegance-aut-130-130-compacto-automatico-2022-103175,https://storage.googleapis.com/clicars-storage-prod-public/photos/16/63/14/8a8775bebc753b99a86f7256aec08c10-23228892-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,8.127km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Opel
Opel Astra,1.5D DTH S/S Elegance Aut. 130,19090,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-1-5d-dth-s-s-elegance-aut-130-130-compacto-automatico-2022-103154,https://storage.googleapis.com/clicars-storage-prod-public/photos/92/65/14/7921188e18ff64ffc7f801ef31d58ab2-23337338-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,12.699km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Opel
Opel Astra,1.5D S/S 2020 105,11490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-1-5d-s-s-2020-105-105-compacto-manual-2020-102262,https://storage.googleapis.com/clicars-storage-prod-public/photos/34/64/14/411a0733104004e68b52931ad38d8d30-23274386-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,148.598km,105CV,Manual,"10,000-15,000",Diesel,4,5,Opel
Opel Astra,1.5D S/S Business Elegance 122,11590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-1-5d-s-s-business-elegance-122-122-compacto-automatico-2021-103677,https://storage.googleapis.com/clicars-storage-prod-public/photos/73/49/54/7115661f62317c6367d36e00f3a3947f-23291477-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,69.379km,122CV,Automatico,"10,000-15,000",Diesel,4,5,Opel
Opel Astra,1.6CDTi Business + 110,10490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-1-6cdti-business-plus-110-110-compacto-manual-2018-102616,https://storage.googleapis.com/clicars-storage-prod-public/photos/10/61/14/aff6f9776793c021db4ae9af31e1dcd5-23153086-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,121.233km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
Opel Astra,1.6T PHEV S/S GSe Aut. 225,23690,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-1-6t-phev-s-s-gse-aut-225-225-compacto-automatico-2023-102800,https://storage.googleapis.com/clicars-storage-prod-public/photos/37/61/13/e12fce91340eda162a772a511267499c-22992477-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,17.083km,225CV,Automatico,"20,000-30,000",Hibrido,4,5,Opel
Opel Astra,ST 1.5D S/S 105,10890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-st-1-5d-s-s-105-105-familiar-manual-2020-102730,https://storage.googleapis.com/clicars-storage-prod-public/photos/17/60/14/a2113b8a7e0d2edf3a792b863d2b9c35-23113895-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,113.350km,105CV,Manual,"10,000-15,000",Diesel,4,5,Opel
Opel Astra,ST 1.6CDTi Selective Pro 110,10490,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-st-1-6cdti-selective-pro-110-110-familiar-manual-2019-102531,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/62/14/a00e7bf1f911e7b390a6b8c0cc9becf9-23221184-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,106.394km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
Opel Combo N1,1.3CDTI Cargo L1H1 95,8590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-combo-n1-combo-1-3cdti-cargo-l1h1-95-95-furgoneta-manual-2018-102402,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/59/14/b224a29e05e841877aab2991b37f7528-23107043-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,130.317km,95CV,Manual,"5,000-10,000",Diesel,4,5,Opel
Opel Combo N1,Cargo 1.5TD S&S L 650 Express 100,10890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-combo-n1-combo-cargo-1-5td-s-and-s-l-650-express-100-100-furgoneta-manual-2019-102397,https://storage.googleapis.com/clicars-storage-prod-public/photos/70/65/14/17508d6f1206899a67ac4c1d5b9797a4-23326394-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,134.450km,100CV,Manual,"10,000-15,000",Diesel,4,5,Opel
Opel Combo N1,Combi 1.5TD S&S L Edition 100,18990,https://www.clicars.com/coches-nuevos-km0/comprar-opel-combo-n1-combo-combi-1-5td-s-and-s-l-edition-100-100-furgoneta-manual-2024-103262,https://storage.googleapis.com/clicars-storage-prod-public/photos/66/62/14/b4c1b112861638e3642577c5ba487aee-23211959-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,3.616km,100CV,Manual,"15,000-20,000",Diesel,4,5,Opel
Opel Combo N1,Combi 1.5TD S&S L Edition 100,19590,https://www.clicars.com/coches-nuevos-km0/comprar-opel-combo-n1-combo-combi-1-5td-s-and-s-l-edition-100-100-furgoneta-manual-2024-101941,https://storage.googleapis.com/clicars-storage-prod-public/photos/87/53/14/f97e27b4767d4dcbac0c13c057718011-22868647-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,9km,100CV,Manual,"15,000-20,000",Diesel,4,5,Opel
Opel Corsa,1.2T XHL S/S Elegance 100,10890,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-elegance-100-100-compacto-manual-2021-103184,https://storage.googleapis.com/clicars-storage-prod-public/photos/23/65/14/e4b21d84be20098f7f023d3bb1a56d4b-23315671-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,43.616km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S Elegance 100,11190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-elegance-100-100-compacto-manual-2022-104014,https://storage.googleapis.com/clicars-storage-prod-public/photos/43/67/14/a63feff3384d5b0aa99d3c2e284c5d1f-23387855-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,39.040km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S Elegance 100,11790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-elegance-100-100-compacto-manual-2022-103187,https://storage.googleapis.com/clicars-storage-prod-public/photos/26/67/14/0ed7362b576efd8bfba523b6761dae2c-23381365-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,34.519km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S Elegance 100,13590,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-elegance-100-100-compacto-automatico-2022-103258,https://storage.googleapis.com/clicars-storage-prod-public/photos/97/65/14/e022ff6929d674b5e7a487e0decb3439-23339707-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,31.212km,100CV,Automatico,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S GS 100,11790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-100-100-compacto-manual-2024-102024,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/61/14/ad53f15ab8405d55a0d4710a3b5253c2-23186192-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,21.696km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S GS 100,11790,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-100-100-compacto-manual-2024-100119,https://storage.googleapis.com/clicars-storage-prod-public/photos/82/35/14/842f8cee63a009c3c44d3c3b1bad6a87-22433587-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,24.710km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S GS 100,11990,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-100-100-compacto-manual-2024-100070,https://storage.googleapis.com/clicars-storage-prod-public/photos/96/35/14/f3d539c2bf24dc351bce8e0c29d4f931-22223273-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,23.970km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S GS 100,12190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-100-100-compacto-manual-2024-102067,https://storage.googleapis.com/clicars-storage-prod-public/photos/05/58/14/916afb206d9da9f9ad37a7c526c2f326-23027782-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,15.776km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
Opel Corsa,1.2T XHL S/S GS 100,12190,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-100-100-compacto-manual-2024-102036,https://storage.googleapis.com/clicars-storage-prod-public/photos/48/57/14/30d666bd6b86d064220a116c1cd4f01a-23000298-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2024,17.556km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
