Maker,Version,Price,URL Producto,URL Imagen,Year,Kms,Potencia,Puertas,Plazas,plaza_parking,renta_encoded,familia_encoded,frecuencia_uso_encoded,experiencia_conduccion_encoded,vacaciones_freq,sector_freq,comunidad_autonoma_freq,condiciones_conduccion_freq,Caja_velocidades_freq,tipo_combustible_freq,tipo_combustible.1_freq,Marca_freq,prediccion
Mercedes Citan N1,Furgón 109CDI BE Largo,13890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-citan-n1-citan-furgon-109cdi-be-largo-95-furgoneta-manual-2020-102103,https://storage.googleapis.com/clicars-storage-prod-public/photos/27/57/14/f5b389e1e800689643611c102bdefe90-22989915-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,31.942,95,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.029103750608865074,0.07603860544758302
Mercedes Clase A,A 200 7G-DCT,20490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-200-7g-dct-163-compacto-automatico-2018-102459,https://storage.googleapis.com/clicars-storage-prod-public/photos/51/76/53/661d39ad4e5148eb9baa2af215dba717-22898081-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,56.08,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.39704091573307354,0.029103750608865074,0.0954498882902736
Mercedes Clase A,A 200d 7G-DCT,17590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-200d-7g-dct-136-compacto-automatico-2017-102835,https://storage.googleapis.com/clicars-storage-prod-public/photos/90/61/14/075536916ba2f490f8e45009adea7a77-23184379-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2017,142.05,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.10624804853217276
Mercedes Clase A,A 220d 8G-DCT,20290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-220d-8g-dct-190-compacto-automatico-2020-99784,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/89/08/fea3b12746fb7126143314fbbdb3fd87-22363901-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,143.399,190,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09293104972768883
Mercedes Clase A,A 250e 8G-DCT,23990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-250e-8g-dct-218-compacto-automatico-2020-95385,https://storage.googleapis.com/clicars-storage-prod-public/photos/95/27/14/17ccf8628f62ef14b5deec989f98e378-21962470-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,46.869,218,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09567236291861822
Mercedes Clase A,A 250e 8G-DCT,26390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-250e-8g-dct-218-compacto-automatico-2021-103073,https://storage.googleapis.com/clicars-storage-prod-public/photos/88/68/14/b4aeb4192f373b2e26a50013ebbcde9a-23447091-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,59.709,218,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09567236291861822
Mercedes Clase A,A 250e 8G-DCT,26390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-250e-8g-dct-218-compacto-automatico-2022-103445,https://storage.googleapis.com/clicars-storage-prod-public/photos/55/68/14/2c666e369b24c9fa9546083869127908-23441015-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,99.384,218,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09708193787058329
Mercedes Clase A,A 250e 8G-DCT,27290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-250e-8g-dct-218-compacto-automatico-2022-101412,https://storage.googleapis.com/clicars-storage-prod-public/photos/75/48/14/ca9937a016ddc970055fa91fadb90b87-22672429-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2022,53.675,218,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09567236291861822
Mercedes Clase B,B 180,29990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-b-b-180-136-monovolumen-automatico-2023-103209,https://storage.googleapis.com/clicars-storage-prod-public/photos/06/66/14/75a4cdadf5ae9967d5e5905f5c1d6b7c-23345283-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2023,12.162,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09506445481257597
Mercedes Clase B,B 200d 8G-DCT,21390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-b-b-200d-8g-dct-150-monovolumen-automatico-2020-96631,https://storage.googleapis.com/clicars-storage-prod-public/photos/52/07/14/0608bdc864c7453ec9db3e4ae38144a5-21269634-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,103.683,150,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09446077731608674
Mercedes Clase C,C 220d 9G-Tronic,25890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-c-c-220d-9g-tronic-194-berlina-automatico-2020-101454,https://storage.googleapis.com/clicars-storage-prod-public/photos/22/51/14/ec67464e8c8c0a4be4fd2c2af808ec6f-22765410-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,127.108,194,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09660057332442487
Mercedes Clase C,C Coupé 220d 9G-Tronic,24290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-c-c-coupe-220d-9g-tronic-194-coupe-automatico-2019-103712,https://storage.googleapis.com/clicars-storage-prod-public/photos/66/25/12/41da7dc815011eb75e5f978e70d91ac7-23549375-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,155.389,194,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.1022974826658812
Mercedes Clase C,C Estate 200d 9G-Tronic,23190.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-c-c-estate-200d-9g-tronic-160-familiar-automatico-2019-102104,https://storage.googleapis.com/clicars-storage-prod-public/photos/65/62/14/b5da7c801a1e8472a51d85071c937577-23212355-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,131.054,160,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09336316325248242
Mercedes Clase C,C Estate 220d 9G-Tronic,20890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-c-c-estate-220d-9g-tronic-170-familiar-automatico-2018-100941,https://storage.googleapis.com/clicars-storage-prod-public/photos/90/44/14/212a269bb6088745ec331e27d653d8bd-22542779-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,118.553,170,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09616845979963128
Mercedes Clase CLA,CLA 200d 7G-DCT,20890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-cla-cla-200d-7g-dct-136-coupe-automatico-2018-101350,https://storage.googleapis.com/clicars-storage-prod-public/photos/53/47/14/7275a251a79f8574f52ecaa36f4d655e-22629368-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,116.825,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.10495959135946635
Mercedes Clase CLA,CLA 250 4Matic 7G-DCT,33590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-cla-cla-250-4matic-7g-dct-224-berlina-automatico-2020-98418,https://storage.googleapis.com/clicars-storage-prod-public/photos/82/21/14/9046fbf145ffd53621ab163f38fdaee6-21749457-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,52.909,224,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.39704091573307354,0.029103750608865074,0.09588200181506717
Mercedes Clase CLA,CLA Shooting Brake 200d 7G-DCT,20490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-cla-cla-shooting-brake-200d-7g-dct-136-familiar-automatico-2018-84901,https://storage.googleapis.com/clicars-storage-prod-public/photos/28/98/12/f95c8abdb1d6d6895e0dc75e3596712b-23025608-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,52.474,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.10100739265588862
Mercedes Clase CLS,CLS 350 EQ Boost Aut.,48590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-cls-cls-350-eq-boost-aut-299-coupe-automatico-2020-92643,https://storage.googleapis.com/clicars-storage-prod-public/photos/78/73/13/54a06ab74e48cb8511547879968aff54-20000216-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,33.654,299,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.14023628463516338
Mercedes Clase GLA,GLA 180 7G-DCT,22590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gla-gla-180-7g-dct-122-suv-y-4x4-automatico-2019-102938,https://storage.googleapis.com/clicars-storage-prod-public/photos/96/61/14/b3c4edee46b469cc2d1949112aa9e95b-23187016-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,63.754,122,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.39704091573307354,0.029103750608865074,0.10045545715311748
Mercedes Clase GLA,GLA 200d 7G-DCT,25490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gla-gla-200d-7g-dct-136-suv-y-4x4-automatico-2019-102612,https://storage.googleapis.com/clicars-storage-prod-public/photos/36/66/14/7e8a8283e542483b1fa89c8b91d4f674-23350372-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,36.446,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09433601947464293
Mercedes Clase GLA,GLA 200d AMG Line 7G-DCT,20490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gla-gla-200d-amg-line-7g-dct-136-suv-y-4x4-automatico-2018-100162,https://storage.googleapis.com/clicars-storage-prod-public/photos/31/45/14/7cd34a964d171a95a66d8bce1f132d8b-22563601-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,103.269,136,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.1032519088759218
Mercedes Clase GLA,GLA 250e,30890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gla-gla-250e-218-suv-y-4x4-automatico-2020-103005,https://storage.googleapis.com/clicars-storage-prod-public/photos/17/67/14/c2eeb63a5613338438186ded78595de7-23379958-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,92.897,218,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09708193787058329
Mercedes Clase GLC,GLC 200 4Matic 9G-Tronic,33590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200-4matic-9g-tronic-197-suv-y-4x4-automatico-2020-103025,https://storage.googleapis.com/clicars-storage-prod-public/photos/49/69/14/e6bcc9f6c9a6511d816275a1c95a94d3-23473242-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,57.285,197,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.09567236291861822
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,31390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-102276,https://storage.googleapis.com/clicars-storage-prod-public/photos/89/59/14/bc570f9ff2a459c336d7ce864debab82-23103223-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,126.852,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09660057332442487
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,31890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-97551,https://storage.googleapis.com/clicars-storage-prod-public/photos/76/15/14/e71d83da7b7dfbe855c45e51f749852b-23173373-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,132.301,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09336316325248242
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,32390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-101763,https://storage.googleapis.com/clicars-storage-prod-public/photos/99/57/14/72e94a793a1864f9f1ca9c822e869c05-23026356-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,102.113,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,32390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-102268,https://storage.googleapis.com/clicars-storage-prod-public/photos/33/63/14/48b4fde281d5983cf5f77e5740cfd73d-23238275-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,103.824,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,32690.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-101760,https://storage.googleapis.com/clicars-storage-prod-public/photos/98/53/14/8fc28fd7a76227ce0c7e2ed028219c8a-22867936-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,109.125,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,33790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2019-102937,https://storage.googleapis.com/clicars-storage-prod-public/photos/24/65/14/ada9ffd9b7e8a3e79025299591160944-23314301-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,92.521,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 200d 4Matic 9G-Tronic,33790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-200d-4matic-9g-tronic-163-suv-y-4x4-automatico-2020-102917,https://storage.googleapis.com/clicars-storage-prod-public/photos/19/65/14/3bd5a8ec27d5055187bd44fa9520736a-23311529-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,93.637,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 220d 4Matic Aut.,29490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-220d-4matic-aut-170-suv-y-4x4-automatico-2019-101977,https://storage.googleapis.com/clicars-storage-prod-public/photos/63/53/14/4620886df1403153262ed016cf917911-22848816-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,116.305,170,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09660057332442487
Mercedes Clase GLC,GLC 220d 4Matic Aut.,30490.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-220d-4matic-aut-170-suv-y-4x4-automatico-2019-103648,https://storage.googleapis.com/clicars-storage-prod-public/photos/80/69/14/adccd9fddc2f82b136e4c969331d26b5-23490315-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2019,125.361,170,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09660057332442487
Mercedes Clase GLC,GLC 220d 4Matic Aut.,31390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-220d-4matic-aut-170-suv-y-4x4-automatico-2018-103390,https://storage.googleapis.com/clicars-storage-prod-public/photos/34/68/14/577227b1977977ed4d07206714be2d18-23428611-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2018,96.849,170,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09489289084088032
Mercedes Clase GLC,GLC 300de 4Matic 9G-Tronic,40890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-300de-4matic-9g-tronic-306-suv-y-4x4-automatico-2021-101352,https://storage.googleapis.com/clicars-storage-prod-public/photos/84/47/14/28726f8580b4727e5042720393f326ea-23145185-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,92.085,306,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.14384452779864082
Mercedes Clase GLC,GLC Coupé 300e 4Matic,45190.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-glc-glc-coupe-300e-4matic-320-suv-y-4x4-automatico-2020-102411,https://storage.googleapis.com/clicars-storage-prod-public/photos/23/66/14/3771da9399f8065b7b07df238708a3a6-23348656-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,47.246,320,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.282513395031661,0.029103750608865074,0.1594646558169728
Mercedes Clase GLE,300d 4Matic Aut.,54290.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gle-gle-300d-4matic-aut-245-suv-y-4x4-automatico-2020-88063,https://storage.googleapis.com/clicars-storage-prod-public/photos/30/29/13/f4c2ed30f8673f46d310a7183e3ca9a1-18691787-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,51.959,245,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09680788666414392
Mercedes Clase GLE,GLE 300d 4Matic Aut.,49790.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gle-gle-300d-4matic-aut-245-suv-y-4x4-automatico-2020-101971,https://storage.googleapis.com/clicars-storage-prod-public/photos/10/53/14/de50d8c4cdb944f1b88ee78e0a22edb2-22830423-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,86.432,245,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.09821746161610898
Mercedes Clase SLK,SLK 200 BE,18090.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-slk-slk-200-be-184-cabrio-manual-2014-103101,https://storage.googleapis.com/clicars-storage-prod-public/photos/39/63/14/ebe9c80c86ac5acc70369e90f0efd833-23242454-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2014,161.406,184,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.39704091573307354,0.029103750608865074,0.13348491280354485
Mercedes Clase V,V 220d Largo,36190.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-v-v-220d-largo-163-furgoneta-automatico-2020-101829,https://storage.googleapis.com/clicars-storage-prod-public/photos/46/59/14/4669520ae80ff880955f74d91236756f-23085190-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,187.43,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.11246601178371532
Mercedes Clase V,V 220d Largo,37590.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-v-v-220d-largo-163-furgoneta-automatico-2020-102692,https://storage.googleapis.com/clicars-storage-prod-public/photos/60/69/14/bdaebf30f09dcd2cca77edbd0b405bd1-23474728-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,164.512,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.11246601178371532
Mercedes Vito,Furgón 110CDI tD Base Larga,21390.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-vito-vito-furgon-110cdi-td-base-larga-102-furgoneta-manual-2020-102358,https://storage.googleapis.com/clicars-storage-prod-public/photos/08/61/14/132b88d83044da09cd186d99eb5d38a6-23152030-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2020,39.26,102,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.029103750608865074,0.08733877241110372
Mercedes Vito,Furgón 110CDI tD Base Larga,23190.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-vito-vito-furgon-110cdi-td-base-larga-102-furgoneta-manual-2021-98372,https://storage.googleapis.com/clicars-storage-prod-public/photos/17/23/14/230747784d9fd87c4485337e17d4b96a-21796980-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,68.09,102,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.029103750608865074,0.09281381628708622
Mercedes Vito,Furgón 111CDI Larga,16890.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-vito-vito-furgon-111cdi-larga-114-furgoneta-manual-2017-102802,https://storage.googleapis.com/clicars-storage-prod-public/photos/12/61/14/ac02b36b39007a7e7e398b032d4b23e3-23153757-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2017,69.023,114,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.5902338041889917,0.0,0.30144909887968824,0.029103750608865074,0.08966966268737621
Mercedes Vito,Tourer 116 CDI Pro Larga,29990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-vito-vito-tourer-116-cdi-pro-larga-163-furgoneta-automatico-2019-98849,https://storage.googleapis.com/clicars-storage-prod-public/photos/89/42/14/37296446f46b8fcef0c931f13cd91d09-22484195-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,154.565,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.1022974826658812
Mercedes Vito,Tourer 116 CDI Pro Larga,29990.0,https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-vito-vito-tourer-116-cdi-pro-larga-163-furgoneta-automatico-2019-101783,https://storage.googleapis.com/clicars-storage-prod-public/photos/30/59/14/6cd745f9e9cc9886e2141c3229bed163-23081515-788ff3e47733943ab4dc26be8bc196d5dbdb0121-vehicle-gallery-medium.jpg,2021,182.882,163,4,5,True,,1,,,0.29627374573794446,0.15112031173891866,0.03001704822211398,0.09248660496833902,0.40976619581100826,0.0,0.30144909887968824,0.029103750608865074,0.11246601178371532
