customer_id,renta,condiciones_conduccion,vacaciones,sector,comunidad_autonoma,familia,tipo_combustible,uso_habitual,cambio,plaza_parking,frecuencia_uso,experiencia_conduccion,car_id,Maker,Version,Price,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible,Puertas,Plazas,Marca
4193,-12000,buen clima,playa,Comercio,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,No,ocasional,intermedio,1690,Opel Corsa,1.5D DT S/S Edition 100,9690,2020,132.576km,102CV,Manual,"5,000-10,000",Diesel,4,5,Opel
1331,20000 - 35000,buen clima,ciudad,Salud,Andalucía,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,novato,1691,Opel Corsa,1.5D DT S/S Edition 100,9990,2021,112.846km,102CV,Manual,"5,000-10,000",Diesel,4,5,Opel
1747,-12000,buen clima,montaña,Tecnología,Extremadura,"Si, grande",hibrido,uso particular ocasional,Manual,No,ocasional,experto,1691,Opel Corsa,1.5D DT S/S Edition 100,9990,2021,112.846km,102CV,Manual,"5,000-10,000",Diesel,4,5,Opel
4589,20000 - 35000,buen clima,playa,Salud,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,semanal,novato,1691,Opel Corsa,1.5D DT S/S Edition 100,9990,2021,112.846km,102CV,Manual,"5,000-10,000",Diesel,4,5,Opel
2969,35000-60000,buen clima,playa,Energía,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1704,Opel Crossland,1.2 S&S Elegance Pack 110,14190,2024,19.460km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
4369,35000-60000,buen clima,montaña,Energía,Asturias,"Si, grande",gasolina,uso particular habitual,Manual,Si,ocasional,experto,1704,Opel Crossland,1.2 S&S Elegance Pack 110,14190,2024,19.460km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
3104,-12000,nieve,montaña,Educación,Asturias,"Si, grande",gasolina,uso particular habitual,Automatico,No,semanal,novato,1706,Opel Crossland,1.2 S&S Elegance Pack 110,15190,2024,15.611km,110CV,Manual,"15,000-20,000",Gasolina,4,5,Opel
2506,12000 - 20000,buen clima,montaña,Entretenimiento y Medios,Andalucía,"Si, pequeña",electrico,viajes largos,Automatico,Si,diario,experto,1707,Opel Crossland,1.2 S&S Elegance Pack 110,15190,2024,15.714km,110CV,Manual,"15,000-20,000",Gasolina,4,5,Opel
2527,-12000,buen clima,ciudad,Comercio,Aragón,No,diesel,viajes largos,Automatico,No,semanal,intermedio,1707,Opel Crossland,1.2 S&S Elegance Pack 110,15190,2024,15.714km,110CV,Manual,"15,000-20,000",Gasolina,4,5,Opel
4997,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, pequeña",diesel,uso particular habitual,Automatico,No,diario,novato,1709,Opel Crossland,1.2 S&S Elegance pack 130 Aut.,15490,2024,18.681km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
3048,-12000,nieve,playa,Comercio,Navarra,"Si, pequeña",gasolina,uso particular ocasional,Automatico,Si,diario,novato,1711,Opel Crossland,1.2 S&S Elegance pack 130 Aut.,15490,2024,21.797km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
1428,20000 - 35000,buen clima,montaña,Servicios Financieros,Galicia,"Si, grande",gasolina,uso particular ocasional,Manual,Si,ocasional,novato,1712,Opel Crossland,1.2 S&S Elegance pack 130 Aut.,17290,2024,21.570km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
2054,-12000,buen clima,playa,Tecnología,Andalucía,No,diesel,uso particular ocasional,Automatico,No,diario,experto,1712,Opel Crossland,1.2 S&S Elegance pack 130 Aut.,17290,2024,21.570km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
2078,20000 - 35000,nieve,ciudad,Comercio,Baleares,"Si, pequeña",gasolina,uso particular habitual,Manual,No,ocasional,intermedio,1713,Opel Crossland,1.2 S&S GS 110,12690,2023,40.351km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
3779,-12000,nieve,ciudad,Comercio,Asturias,No,diesel,uso particular habitual,Manual,Si,semanal,novato,1713,Opel Crossland,1.2 S&S GS 110,12690,2023,40.351km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
1437,12000 - 20000,buen clima,montaña,Tecnología,Galicia,No,gasolina,uso particular ocasional,Manual,Si,diario,novato,1715,Opel Crossland,1.2 S&S GS 110,13590,2023,10.487km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
4213,35000-60000,buen clima,ciudad,Industria Construccion y Manufactura,Castilla-La Mancha,"Si, pequeña",diesel,uso particular habitual,Manual,No,ocasional,novato,1715,Opel Crossland,1.2 S&S GS 110,13590,2023,10.487km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
4276,12000 - 20000,buen clima,playa,Comercio,Andalucía,"Si, pequeña",gasolina,uso particular ocasional,Automatico,Si,semanal,intermedio,1716,Opel Crossland,1.2 S&S GS 110,13590,2023,14.425km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
1193,12000 - 20000,off-road,ciudad,Comercio,Aragón,No,diesel,uso particular ocasional,Manual,No,semanal,intermedio,1717,Opel Crossland,1.2 S&S GS 110,13990,2023,9.812km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
85,20000 - 35000,nieve,ciudad,Salud,Cataluña,"Si, pequeña",gasolina,uso particular habitual,Manual,No,diario,intermedio,1720,Opel Crossland,1.2 S&S GS Line 110,12490,2022,38.958km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
832,60000 - 100000,buen clima,montaña,Comercio,Aragón,"Si, pequeña",electrico,uso particular ocasional,Manual,No,diario,intermedio,1728,Opel Crossland,1.5D S&S GS 110,14590,2023,17.236km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
4664,12000 - 20000,buen clima,ciudad,Tecnología,Baleares,"Si, grande",diesel,uso particular habitual,Manual,Si,semanal,intermedio,1728,Opel Crossland,1.5D S&S GS 110,14590,2023,17.236km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
3916,35000-60000,buen clima,playa,Energía,Cantabria,"Si, pequeña",hibrido,uso particular ocasional,Manual,No,diario,novato,1729,Opel Crossland,1.5D S&S GS 110,14590,2023,19.540km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
2887,60000 - 100000,nieve,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,1730,Opel Crossland,1.5D S&S GS 110,14590,2023,28.379km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
2820,35000-60000,off-road,montaña,Tecnología,Extremadura,"Si, grande",gasolina,uso particular habitual,Manual,Si,diario,novato,1732,Opel Crossland,1.5D S&S GS Line 110,13590,2022,50.577km,110CV,Manual,"10,000-15,000",Diesel,4,5,Opel
1596,60000 - 100000,buen clima,ciudad,Tecnología,Murcia,"Si, grande",gasolina,uso particular habitual,Manual,No,diario,intermedio,1733,Opel Crossland,X 1.6T Selective 99,11390,2018,70.574km,99CV,Manual,"10,000-15,000",Diesel,4,5,Opel
1584,60000 - 100000,buen clima,montaña,Educación,Castilla-La Mancha,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,1737,Opel Grandland X,1.2 Altitude,13790,2018,36.134km,120CV,Manual,"10,000-15,000",Diesel,4,5,Opel
3820,-12000,off-road,montaña,Energía,Baleares,"Si, grande",gasolina,uso particular habitual,Manual,No,semanal,intermedio,1737,Opel Grandland X,1.2 Altitude,13790,2018,36.134km,120CV,Manual,"10,000-15,000",Diesel,4,5,Opel
2265,35000-60000,nieve,montaña,Servicios Financieros,Andalucía,"Si, grande",diesel,viajes largos,Automatico,No,semanal,intermedio,1739,Opel Grandland X,1.2T S&S Design Line Aut. 130,13590,2020,112.820km,130CV,Automatico,"10,000-15,000",Gasolina,4,5,Opel
3426,60000 - 100000,buen clima,ciudad,Salud,Extremadura,"Si, grande",gasolina,uso particular habitual,Automatico,No,semanal,novato,1739,Opel Grandland X,1.2T S&S Design Line Aut. 130,13590,2020,112.820km,130CV,Automatico,"10,000-15,000",Gasolina,4,5,Opel
1861,20000 - 35000,off-road,ciudad,Entretenimiento y Medios,Andalucía,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,intermedio,1743,Opel Mokka,1.2T S&S GS 136,16390,2023,20.071km,136CV,Manual,"15,000-20,000",Gasolina,4,5,Opel
3502,100000,buen clima,playa,Servicios Financieros,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si,semanal,experto,1746,Opel Mokka,1.2T S&S GS Line 130 AT8,16090,2022,48.815km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
3253,35000-60000,buen clima,montaña,Comercio,Cataluña,"Si, pequeña",diesel,uso particular habitual,Manual,No,semanal,novato,1747,Opel Mokka,1.2T S&S GS Line 130 AT8,16590,2022,40.001km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
4864,35000-60000,off-road,montaña,Industria Construccion y Manufactura,Andalucía,"Si, grande",hibrido,uso particular ocasional,Manual,No,diario,intermedio,1749,Opel Mokka,1.2T S&S Ultimate 130 AT8,17690,2024,24.669km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
5000,35000-60000,off-road,montaña,Salud,Murcia,No,gasolina,uso particular ocasional,Manual,Si,semanal,novato,1750,Opel Mokka,1.2T S&S Ultimate 130 AT8,17890,2024,15.244km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
1816,100000,buen clima,montaña,Comercio,Aragón,"Si, pequeña",hibrido,uso particular habitual,Manual,Si,semanal,intermedio,1753,Opel Mokka,1.2T S&S Ultimate 130 AT8,19290,2024,11.401km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
1030,20000 - 35000,off-road,montaña,Transporte y Logística,Navarra,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,1754,Opel Mokka,1.2T S&S Ultimate 130 AT8,19390,2024,10.188km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
249,60000 - 100000,buen clima,ciudad,Educación,Andalucía,"Si, grande",electrico,uso particular ocasional,Manual,Si,diario,novato,1756,Opel Mokka,1.2T S&S Ultimate 130 AT8,19990,2024,12.144km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
790,12000 - 20000,nieve,montaña,Salud,Canarias,"Si, grande",gasolina,viajes largos,Manual,No,semanal,intermedio,1758,Opel Mokka,1.2T S&S Ultimate 130 AT8,19990,2024,14.649km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
3804,35000-60000,off-road,montaña,Salud,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,intermedio,1758,Opel Mokka,1.2T S&S Ultimate 130 AT8,19990,2024,14.649km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Opel
1439,35000-60000,nieve,ciudad,Entretenimiento y Medios,Asturias,No,diesel,uso particular ocasional,Manual,Si,diario,novato,1762,Opel Mokka,1.5D S&S Ultimate,16790,2023,13.682km,110CV,Manual,"15,000-20,000",Diesel,4,5,Opel
2830,20000 - 35000,buen clima,playa,Tecnología,Madrid,No,diesel,uso particular ocasional,Automatico,No,diario,novato,1763,Opel Mokka,1.5D S&S Ultimate,17290,2023,11.703km,110CV,Manual,"15,000-20,000",Diesel,4,5,Opel
3665,12000 - 20000,buen clima,playa,Otros,Asturias,"Si, grande",diesel,uso particular ocasional,Automatico,Si,semanal,experto,1765,Opel Zafira,1.6 T S/S 120 Aniversario,14190,2019,82.273km,136CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
486,60000 - 100000,buen clima,montaña,Energía,País Vasco,"Si, grande",diesel,uso particular ocasional,Manual,Si,diario,experto,1767,Opel Zafira,1.6 T S/S 120 Aniversario,14590,2019,62.875km,136CV,Manual,"10,000-15,000",Gasolina,4,5,Opel
600,35000-60000,nieve,montaña,Otros,Aragón,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,semanal,experto,1768,Opel Zafira Life,1.5D M Edition,24590,2021,64.786km,120CV,Manual,"20,000-30,000",Diesel,4,5,Opel
3592,20000 - 35000,buen clima,ciudad,Turismo y Ocio,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,novato,1770,Opel Zafira Life,1.5D M Selective,25490,2021,58.239km,120CV,Manual,"20,000-30,000",Diesel,4,5,Opel
3519,35000-60000,buen clima,ciudad,Tecnología,Cantabria,"Si, pequeña",electrico,uso particular ocasional,Automatico,No,semanal,novato,1772,Peugeot 2008,1.2 PureTech S&S Allure 100,14590,2023,40.615km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
1245,20000 - 35000,buen clima,montaña,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,1777,Peugeot 2008,1.2 PureTech S&S Allure 100,14990,2023,19.387km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
3186,60000 - 100000,buen clima,montaña,Educación,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,Si,ocasional,experto,1778,Peugeot 2008,1.2 PureTech S&S Allure 100,14990,2023,24.355km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
222,60000 - 100000,buen clima,ciudad,Salud,Navarra,"Si, grande",diesel,uso particular ocasional,Manual,No,semanal,experto,1779,Peugeot 2008,1.2 PureTech S&S Allure 100,14990,2023,45.319km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
2216,60000 - 100000,buen clima,montaña,Tecnología,Castilla-La Mancha,"Si, grande",electrico,viajes largos,Automatico,Si,semanal,intermedio,1780,Peugeot 2008,1.2 PureTech S&S Allure 100,15490,2023,18.328km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1535,20000 - 35000,buen clima,ciudad,Servicios Financieros,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,No,ocasional,experto,1782,Peugeot 2008,1.2 PureTech S&S Allure 100,15490,2024,33.275km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
4292,35000-60000,buen clima,ciudad,Tecnología,Aragón,No,gasolina,uso particular habitual,Manual,Si,diario,novato,1782,Peugeot 2008,1.2 PureTech S&S Allure 100,15490,2024,33.275km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
644,20000 - 35000,buen clima,montaña,Salud,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,semanal,novato,1787,Peugeot 2008,1.2 PureTech S&S Allure 100,15890,2024,36.030km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1667,12000 - 20000,buen clima,montaña,Servicios Financieros,Andalucía,No,diesel,uso particular habitual,Automatico,No,diario,intermedio,1789,Peugeot 2008,1.2 PureTech S&S Allure 100,15890,2024,37.803km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
945,20000 - 35000,buen clima,playa,Industria Construccion y Manufactura,Asturias,"Si, grande",gasolina,uso particular habitual,Manual,No,diario,experto,1790,Peugeot 2008,1.2 PureTech S&S Allure 100,15990,2024,13.180km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
3114,100000,buen clima,ciudad,Industria Construccion y Manufactura,Cantabria,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1791,Peugeot 2008,1.2 PureTech S&S Allure 100,15990,2024,26.316km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1062,35000-60000,buen clima,playa,Industria Construccion y Manufactura,Asturias,No,gasolina,uso particular ocasional,Manual,Si,semanal,intermedio,1793,Peugeot 2008,1.2 PureTech S&S Allure 100,16090,2024,32.288km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
2239,20000 - 35000,buen clima,montaña,Salud,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,No,ocasional,novato,1794,Peugeot 2008,1.2 PureTech S&S Allure 100,16290,2024,19.663km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
3406,-12000,buen clima,montaña,Energía,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,novato,1796,Peugeot 2008,1.2 PureTech S&S Allure 100,16390,2024,14.313km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
4910,35000-60000,buen clima,ciudad,Comercio,Cataluña,"Si, pequeña",diesel,uso particular ocasional,Manual,No,semanal,novato,1808,Peugeot 2008,1.2 PureTech S&S Allure 100,16790,2024,23.497km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1124,20000 - 35000,buen clima,ciudad,Educación,Canarias,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,1812,Peugeot 2008,1.2 PureTech S&S Allure 100,16790,2024,33.011km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1449,12000 - 20000,buen clima,playa,Educación,Murcia,"Si, grande",gasolina,uso particular habitual,Manual,No,diario,intermedio,1812,Peugeot 2008,1.2 PureTech S&S Allure 100,16790,2024,33.011km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
2590,35000-60000,buen clima,playa,Tecnología,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,No,ocasional,experto,1812,Peugeot 2008,1.2 PureTech S&S Allure 100,16790,2024,33.011km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1407,60000 - 100000,buen clima,montaña,Energía,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1813,Peugeot 2008,1.2 PureTech S&S Allure 100,16890,2024,15.298km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1567,12000 - 20000,buen clima,ciudad,Energía,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Manual,Si,semanal,intermedio,1814,Peugeot 2008,1.2 PureTech S&S Allure 100,17290,2024,10.760km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
1422,20000 - 35000,buen clima,montaña,Transporte y Logística,Castilla y León,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,experto,1816,Peugeot 2008,1.2 PureTech S&S Allure 100,17690,2024,13.561km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
4773,35000-60000,buen clima,ciudad,Energía,Extremadura,"Si, pequeña",diesel,viajes largos,Manual,No,diario,intermedio,1817,Peugeot 2008,1.2 PureTech S&S Allure 100,17890,2024,12.730km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot
145,35000-60000,nieve,ciudad,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Automatico,Si,diario,intermedio,1818,Peugeot 2008,1.2 PureTech S&S Allure 110,11490,2019,69.878km,110CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
1075,35000-60000,buen clima,montaña,Servicios Financieros,Andalucía,"Si, grande",diesel,viajes largos,Manual,No,semanal,experto,1821,Peugeot 2008,1.2 PureTech S&S Allure EAT6 110,12690,2018,63.065km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Peugeot
2674,100000,buen clima,montaña,Tecnología,Andalucía,"Si, grande",gasolina,uso particular habitual,Automatico,No,diario,novato,1822,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,15290,2023,45.816km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
2030,60000 - 100000,buen clima,montaña,Tecnología,Aragón,No,diesel,uso particular habitual,Manual,No,semanal,novato,1825,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,17290,2024,24.830km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
4211,-12000,off-road,montaña,Tecnología,Baleares,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1825,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,17290,2024,24.830km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
316,-12000,buen clima,ciudad,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,diario,intermedio,1826,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,17290,2024,27.379km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
1718,12000 - 20000,buen clima,ciudad,Entretenimiento y Medios,Cataluña,"Si, pequeña",electrico,uso particular ocasional,Automatico,Si,ocasional,intermedio,1829,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,17490,2024,27.937km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
628,20000 - 35000,buen clima,montaña,Energía,Baleares,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si,semanal,experto,1837,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,18190,2024,19.243km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
518,35000-60000,buen clima,ciudad,Industria Construccion y Manufactura,Asturias,"Si, grande",hibrido,uso particular ocasional,Manual,No,semanal,novato,1840,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,18190,2024,24.110km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
3241,-12000,off-road,ciudad,Energía,Baleares,"Si, grande",gasolina,uso particular habitual,Manual,Si,diario,novato,1844,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,18490,2024,21.621km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
4039,60000 - 100000,buen clima,montaña,Comercio,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,novato,1846,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,18990,2023,19.350km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
196,20000 - 35000,buen clima,ciudad,Comercio,Cataluña,"Si, pequeña",diesel,uso particular habitual,Automatico,Si,ocasional,intermedio,1848,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,19390,2024,17.788km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
4921,12000 - 20000,buen clima,montaña,Tecnología,Aragón,"Si, grande",gasolina,uso particular habitual,Manual,Si,diario,intermedio,1848,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,19390,2024,17.788km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
1445,100000,buen clima,montaña,Industria Construccion y Manufactura,Navarra,"Si, grande",electrico,uso particular habitual,Manual,Si,diario,novato,1849,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,19590,2024,16.594km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot
1433,20000 - 35000,buen clima,playa,Tecnología,Asturias,No,diesel,viajes largos,Manual,Si,diario,intermedio,1852,Peugeot 2008,1.2 PureTech S&S Allure EAT8 130,20490,2024,16.994km,130CV,Automatico,"20,000-30,000",Gasolina,4,5,Peugeot
3131,35000-60000,buen clima,ciudad,Salud,Aragón,"Si, pequeña",hibrido,uso particular habitual,Manual,No,diario,intermedio,1859,Peugeot 2008,1.2 VTI PureTech Active,8290,2015,138.717km,82CV,Manual,"5,000-10,000",Gasolina,4,5,Peugeot
4247,35000-60000,buen clima,playa,Educación,Cataluña,"Si, grande",diesel,uso particular habitual,Automatico,Si,diario,intermedio,1861,Peugeot 2008,1.2 e-VTI PureTech Active ETG5,10490,2015,40.676km,82CV,Automatico,"10,000-15,000",Gasolina,4,5,Peugeot
2908,20000 - 35000,buen clima,ciudad,Salud,Andalucía,No,diesel,uso particular ocasional,Manual,No,ocasional,novato,1862,Peugeot 2008,1.5 BlueHDI S&S Allure EAT6 120,14190,2019,45.288km,120CV,Automatico,"10,000-15,000",Diesel,4,5,Peugeot
4827,-12000,nieve,montaña,Industria Construccion y Manufactura,Extremadura,"Si, grande",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1863,Peugeot 2008,1.5 BlueHDI S&S Signature 100,10890,2019,133.609km,100CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
1184,-12000,buen clima,montaña,Tecnología,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,No,diario,novato,1864,Peugeot 2008,1.5BlueHDi S&S Active 110,14090,2022,111.045km,110CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
2192,-12000,buen clima,montaña,Industria Construccion y Manufactura,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1865,Peugeot 2008,1.5BlueHDi S&S Active 110,15490,2022,106.555km,110CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot
2938,-12000,buen clima,ciudad,Otros,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,1865,Peugeot 2008,1.5BlueHDi S&S Active 110,15490,2022,106.555km,110CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot
2719,-12000,buen clima,playa,Salud,Aragón,No,gasolina,uso particular habitual,Manual,No,diario,experto,1866,Peugeot 2008,1.5BlueHDi S&S Active Pack 110,14290,2022,110.504km,110CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
4505,60000 - 100000,buen clima,montaña,Transporte y Logística,Asturias,"Si, grande",gasolina,uso particular habitual,Manual,Si,diario,intermedio,1867,Peugeot 2008,1.5BlueHDi S&S Active Pack 110,14590,2022,77.794km,110CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
200,60000 - 100000,buen clima,playa,Servicios Financieros,Baleares,No,gasolina,viajes largos,Automatico,No,ocasional,novato,1870,Peugeot 2008,1.5BlueHDi S&S Active Pack 110,15890,2022,89.734km,110CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot
2314,-12000,buen clima,ciudad,Otros,Aragón,"Si, pequeña",hibrido,uso particular habitual,Automatico,Si,semanal,intermedio,1874,Peugeot 2008,1.5BlueHDi S&S Allure 100,14890,2020,59.909km,100CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
169,20000 - 35000,buen clima,montaña,Comercio,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,Si,diario,intermedio,1876,Peugeot 2008,1.5BlueHDi S&S Allure Pack 110,14090,2021,110.652km,110CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot
1109,60000 - 100000,buen clima,ciudad,Energía,Cantabria,No,hibrido,viajes largos,Manual,Si,diario,intermedio,1881,Peugeot 208,1.2 PureTech Style 82,8890,2016,35.984km,82CV,Manual,"5,000-10,000",Gasolina,4,5,Peugeot
2418,12000 - 20000,buen clima,playa,Educación,Baleares,"Si, grande",diesel,uso particular habitual,Manual,Si,diario,intermedio,1881,Peugeot 208,1.2 PureTech Style 82,8890,2016,35.984km,82CV,Manual,"5,000-10,000",Gasolina,4,5,Peugeot
1621,35000-60000,buen clima,ciudad,Entretenimiento y Medios,Andalucía,No,gasolina,uso particular ocasional,Manual,No,semanal,intermedio,1884,Peugeot 208,1.2 Puretech S&S Active 100,12690,2024,19.024km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
1731,-12000,buen clima,montaña,Comercio,Andalucía,"Si, pequeña",hibrido,uso particular ocasional,Manual,Si,diario,experto,1888,Peugeot 208,1.2 Puretech S&S Active 100,12990,2024,6.691km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
3222,35000-60000,buen clima,montaña,Educación,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,No,semanal,novato,1888,Peugeot 208,1.2 Puretech S&S Active 100,12990,2024,6.691km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
913,-12000,buen clima,montaña,Turismo y Ocio,Valencia,"Si, grande",diesel,viajes largos,Manual,No,ocasional,intermedio,1890,Peugeot 208,1.2 Puretech S&S Active 100,13190,2024,4.032km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
1515,12000 - 20000,buen clima,playa,Transporte y Logística,Andalucía,No,gasolina,viajes largos,Manual,Si,ocasional,intermedio,1891,Peugeot 208,1.2 Puretech S&S Active 100,13190,2024,4.421km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot
